ID,date,warehouse_ID,Latitude,Longitude,Product_Type,year,month,is_weekend,is_warehouse_closed,daily_dispatch_count
0x273d,15-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.5
0x3413,15-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.9
0x273e,16-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.3
0x3414,16-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,9
0x273f,17-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.9
0x3415,17-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.4
0x2740,18-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.1
0x3416,18-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,6.6
0x2741,19-02-2017,WH_0x3e9,,-72.794746,Type_A,2017,February,Yes,No,5.9
0x3417,19-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,7.5
0x2742,20-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,4.8
0x3418,20-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,6.5
0x2743,21-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.3
0x3419,21-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,6.3
0x2744,22-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.2
0x341a,22-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8
0x2745,23-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,7.6
0x341b,23-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8
0x2746,24-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6
0x341c,24-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,9.2
0x2747,25-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.3
0x341d,25-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,5.6
0x2748,26-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.1
0x341e,26-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,7.5
0x2749,27-02-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,4.6
0x341f,27-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.9
0x274a,28-02-2017,WH_0x3e9,41.681471,,Type_A,2017,February,No,No,5.7
0x3420,28-02-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.6
0x274b,01-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.5
0x3421,01-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.9
0x274c,02-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,8.3
0x3422,02-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6
0x274d,03-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.8
0x3423,03-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.7
0x274e,04-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,6.1
0x3424,04-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.3
0x274f,05-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.9
0x3425,05-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.9
0x2750,06-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.2
0x3426,06-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.3
0x2751,07-03-2017,WH_0x3e9,,-72.794746,Type_A,2017,March,No,No,7.6
0x3427,07-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.6
0x2752,08-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,8.2
0x3428,08-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.1
0x2753,09-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7
0x3429,09-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.2
0x2754,10-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.4
0x342a,10-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10
0x2755,11-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.1
0x342b,11-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.7
0x2756,12-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.9
0x342c,12-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,9
0x2757,13-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,5.7
0x342d,13-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,7.4
0x2758,14-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.2
0x342e,14-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,7.8
0x2759,15-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,5.2
0x342f,15-03-2017,WH_0x3ea,,-105.18306,Type_A,2017,March,No,No,8.5
0x275a,16-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.4
0x3430,16-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.9
0x275b,17-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,9.9
0x3431,17-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6
0x275c,18-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.5
0x3432,18-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.4
0x275d,19-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,6.9
0x3433,19-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,,No,7.7
0x275e,20-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.1
0x3434,20-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,7
0x275f,21-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.8
0x3435,21-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.2
0x2760,22-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.7
0x3436,22-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.6
0x2761,23-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.4
0x3437,23-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.5
0x2762,24-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.7
0x3438,24-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.9
0x2763,25-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,4.9
0x3439,25-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,8.7
0x2764,26-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,6.4
0x343a,26-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,8.2
0x2765,27-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.1
0x343b,27-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.6
0x2766,28-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.4
0x343c,28-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.4
0x2767,29-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.6
0x343d,29-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6
0x2768,30-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.3
0x343e,30-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.3
0x2769,31-03-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,8.1
0x343f,31-03-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6
0x276a,01-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.4
0x3440,01-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.5
0x276b,02-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.9
0x3441,02-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.6
0x276c,03-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4
0x3442,03-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9
0x276d,04-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8
0x3443,04-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.7
0x276e,05-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.2
0x3444,05-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.5
0x276f,06-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.7
0x3445,06-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.5
0x2770,07-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,,No,8.5
0x3446,07-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.8
0x2771,08-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,5.3
0x3447,08-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.5
0x2772,09-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.8
0x3448,09-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,,10
0x2773,10-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.6
0x3449,10-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,7.9
0x2774,11-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,5.6
0x344a,11-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.1
0x2775,12-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4
0x344b,12-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.5
0x2776,13-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.5
0x344c,13-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.2
0x2777,14-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,,No,8.3
0x344d,14-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,11.1
0x2778,15-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.2
0x344e,15-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.4
0x2779,16-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,7.3
0x344f,16-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,9.1
0x277a,17-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4
0x3450,17-04-2017,WH_0x3ea,38.749077,,Type_A,2017,April,,No,7.6
0x277b,18-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4
0x3451,18-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,11
0x277c,19-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.2
0x3452,19-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.7
0x277d,20-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,9.2
0x3453,20-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,12.3
0x277e,21-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,9.2
0x3454,21-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.9
0x277f,22-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6
0x3455,22-04-2017,WH_0x3ea,,-105.18306,Type_A,2017,April,Yes,No,7.9
0x2780,23-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.5
0x3456,23-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,9
0x2781,24-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,7.4
0x3457,24-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,8.5
0x2782,25-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,,No,6.1
0x3458,25-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.4
0x2783,26-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.6
0x3459,26-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.3
0x2784,27-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,7.7
0x345a,27-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.6
0x2785,28-04-2017,WH_0x3e9,,-72.794746,Type_A,2017,April,No,No,9.5
0x345b,28-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.6
0x2786,29-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.1
0x345c,29-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8
0x2787,30-04-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,8.1
0x345d,30-04-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.4
0x2788,01-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,,No,7.6
0x345e,01-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.1
0x2789,02-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,7.4
0x345f,02-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11
0x278a,03-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,,No,7.4
0x3460,03-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.4
0x278b,04-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,7.7
0x3461,04-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.9
0x278c,05-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,9
0x3462,05-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.9
0x278d,06-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6
0x3463,06-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,,8
0x278e,07-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.9
0x3464,07-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,11.6
0x278f,08-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,,7.3
0x3465,08-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.5
0x2790,09-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,,No,8.4
0x3466,09-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.9
0x2791,10-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,9.4
0x3467,10-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.8
0x2792,11-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,10
0x3468,11-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.6
0x2793,12-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.9
0x3469,12-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.7
0x2794,13-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.3
0x346a,13-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,6.6
0x2795,14-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.9
0x346b,14-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,9.8
0x2796,15-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8
0x346c,15-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.1
0x2797,16-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.9
0x346d,16-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,9.2
0x2798,17-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.7
0x346e,17-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,9
0x2799,18-05-2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.9
0x346f,18-05-2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.5
